club_name,transfer_movement,fee_cleaned,league_name,year,season,country
RB Leipzig,in,22.2,1 Bundesliga,2016,2016/2017,Germany
RB Leipzig,in,15.2,1 Bundesliga,2016,2016/2017,Germany
RB Leipzig,in,6.0,1 Bundesliga,2016,2016/2017,Germany
RB Leipzig,in,1.7,1 Bundesliga,2016,2016/2017,Germany
RB Leipzig,in,1.0,1 Bundesliga,2016,2016/2017,Germany
RB Leipzig,in,0.8,1 Bundesliga,2016,2016/2017,Germany
Borussia Dortmund,in,8.6,1 Bundesliga,2016,2016/2017,Germany
Bayer 04 Leverkusen,in,16.7,1 Bundesliga,2016,2016/2017,Germany
Borussia Mönchengladbach,in,7.5,1 Bundesliga,2016,2016/2017,Germany
Borussia Mönchengladbach,in,1.25,1 Bundesliga,2016,2016/2017,Germany
FC Schalke 04,in,2.5,1 Bundesliga,2016,2016/2017,Germany
FC Schalke 04,in,1.5,1 Bundesliga,2016,2016/2017,Germany
1.FSV Mainz 05,in,2.5,1 Bundesliga,2016,2016/2017,Germany
1.FSV Mainz 05,in,0.06,1 Bundesliga,2016,2016/2017,Germany
VfL Wolfsburg,in,12.5,1 Bundesliga,2016,2016/2017,Germany
VfL Wolfsburg,in,12.0,1 Bundesliga,2016,2016/2017,Germany
VfL Wolfsburg,in,5.0,1 Bundesliga,2016,2016/2017,Germany
VfL Wolfsburg,in,3.5,1 Bundesliga,2016,2016/2017,Germany
VfL Wolfsburg,in,0.0,1 Bundesliga,2016,2016/2017,Germany
1. FC Köln,in,2.75,1 Bundesliga,2016,2016/2017,Germany
1. FC Köln,in,0.5,1 Bundesliga,2016,2016/2017,Germany
Hamburger SV,in,9.2,1 Bundesliga,2016,2016/2017,Germany
Hamburger SV,in,1.8,1 Bundesliga,2016,2016/2017,Germany
Hamburger SV,in,0.5,1 Bundesliga,2016,2016/2017,Germany
FC Augsburg,in,1.5,1 Bundesliga,2016,2016/2017,Germany
SV Werder Bremen,in,2.0,1 Bundesliga,2016,2016/2017,Germany
SV Darmstadt 98,in,0.6,1 Bundesliga,2016,2016/2017,Germany
SV Darmstadt 98,in,0.0,1 Bundesliga,2016,2016/2017,Germany
SV Darmstadt 98,in,0.0,1 Bundesliga,2016,2016/2017,Germany
SV Darmstadt 98,in,0.0,1 Bundesliga,2016,2016/2017,Germany
Eintracht Frankfurt,in,1.0,1 Bundesliga,2016,2016/2017,Germany
Eintracht Frankfurt,in,0.5,1 Bundesliga,2016,2016/2017,Germany
Eintracht Frankfurt,in,0.1,1 Bundesliga,2016,2016/2017,Germany
SC Freiburg,in,1.5,1 Bundesliga,2016,2016/2017,Germany
RB Leipzig,in,18.5,1 Bundesliga,2016,2016/2017,Germany
Bayern Munich,in,41.5,1 Bundesliga,2017,2017/2018,Germany
Bayern Munich,in,21.0,1 Bundesliga,2017,2017/2018,Germany
Bayern Munich,in,20.0,1 Bundesliga,2017,2017/2018,Germany
Bayern Munich,in,13.0,1 Bundesliga,2017,2017/2018,Germany
Bayern Munich,in,8.0,1 Bundesliga,2017,2017/2018,Germany
Bayern Munich,in,0.0,1 Bundesliga,2017,2017/2018,Germany
RB Leipzig,in,20.0,1 Bundesliga,2017,2017/2018,Germany
RB Leipzig,in,16.0,1 Bundesliga,2017,2017/2018,Germany
RB Leipzig,in,15.0,1 Bundesliga,2017,2017/2018,Germany
RB Leipzig,in,7.0,1 Bundesliga,2017,2017/2018,Germany
RB Leipzig,in,5.0,1 Bundesliga,2017,2017/2018,Germany
RB Leipzig,in,0.0,1 Bundesliga,2017,2017/2018,Germany
RB Leipzig,in,0.0,1 Bundesliga,2017,2017/2018,Germany
Borussia Dortmund,in,25.0,1 Bundesliga,2017,2017/2018,Germany
Borussia Dortmund,in,20.59,1 Bundesliga,2017,2017/2018,Germany
Borussia Dortmund,in,20.0,1 Bundesliga,2017,2017/2018,Germany
Borussia Dortmund,in,12.0,1 Bundesliga,2017,2017/2018,Germany
Borussia Dortmund,in,12.0,1 Bundesliga,2017,2017/2018,Germany
Borussia Dortmund,in,7.0,1 Bundesliga,2017,2017/2018,Germany
Borussia Dortmund,in,0.0,1 Bundesliga,2017,2017/2018,Germany
TSG 1899 Hoffenheim,in,8.0,1 Bundesliga,2017,2017/2018,Germany
TSG 1899 Hoffenheim,in,3.0,1 Bundesliga,2017,2017/2018,Germany
TSG 1899 Hoffenheim,in,2.7,1 Bundesliga,2017,2017/2018,Germany
TSG 1899 Hoffenheim,in,1.0,1 Bundesliga,2017,2017/2018,Germany
TSG 1899 Hoffenheim,in,0.0,1 Bundesliga,2017,2017/2018,Germany
TSG 1899 Hoffenheim,in,0.0,1 Bundesliga,2017,2017/2018,Germany
1. FC Köln,in,17.0,1 Bundesliga,2017,2017/2018,Germany
1. FC Köln,in,7.0,1 Bundesliga,2017,2017/2018,Germany
1. FC Köln,in,7.0,1 Bundesliga,2017,2017/2018,Germany
1. FC Köln,in,3.0,1 Bundesliga,2017,2017/2018,Germany
1. FC Köln,in,0.0,1 Bundesliga,2017,2017/2018,Germany
1. FC Köln,in,0.0,1 Bundesliga,2017,2017/2018,Germany
Hertha BSC,in,8.0,1 Bundesliga,2017,2017/2018,Germany
Hertha BSC,in,3.0,1 Bundesliga,2017,2017/2018,Germany
Hertha BSC,in,2.5,1 Bundesliga,2017,2017/2018,Germany
Hertha BSC,in,0.5,1 Bundesliga,2017,2017/2018,Germany
Hertha BSC,in,0.0,1 Bundesliga,2017,2017/2018,Germany
SC Freiburg,in,4.0,1 Bundesliga,2017,2017/2018,Germany
SC Freiburg,in,3.5,1 Bundesliga,2017,2017/2018,Germany
SC Freiburg,in,3.5,1 Bundesliga,2017,2017/2018,Germany
SC Freiburg,in,2.5,1 Bundesliga,2017,2017/2018,Germany
SC Freiburg,in,2.3,1 Bundesliga,2017,2017/2018,Germany
SC Freiburg,in,0.5,1 Bundesliga,2017,2017/2018,Germany
SC Freiburg,in,0.5,1 Bundesliga,2017,2017/2018,Germany
SC Freiburg,in,0.5,1 Bundesliga,2017,2017/2018,Germany
SV Werder Bremen,in,4.5,1 Bundesliga,2017,2017/2018,Germany
SV Werder Bremen,in,3.0,1 Bundesliga,2017,2017/2018,Germany
SV Werder Bremen,in,1.2,1 Bundesliga,2017,2017/2018,Germany
SV Werder Bremen,in,0.5,1 Bundesliga,2017,2017/2018,Germany
SV Werder Bremen,in,0.3,1 Bundesliga,2017,2017/2018,Germany
Borussia Mönchengladbach,in,17.0,1 Bundesliga,2017,2017/2018,Germany
Borussia Mönchengladbach,in,12.0,1 Bundesliga,2017,2017/2018,Germany
Borussia Mönchengladbach,in,6.0,1 Bundesliga,2017,2017/2018,Germany
Borussia Mönchengladbach,in,2.0,1 Bundesliga,2017,2017/2018,Germany
Borussia Mönchengladbach,in,0.25,1 Bundesliga,2017,2017/2018,Germany
Borussia Mönchengladbach,in,0.0,1 Bundesliga,2017,2017/2018,Germany
FC Schalke 04,in,19.0,1 Bundesliga,2017,2017/2018,Germany
FC Schalke 04,in,12.5,1 Bundesliga,2017,2017/2018,Germany
FC Schalke 04,in,8.0,1 Bundesliga,2017,2017/2018,Germany
FC Schalke 04,in,4.5,1 Bundesliga,2017,2017/2018,Germany
FC Schalke 04,in,3.5,1 Bundesliga,2017,2017/2018,Germany
FC Schalke 04,in,0.0,1 Bundesliga,2017,2017/2018,Germany
Eintracht Frankfurt,in,12.0,1 Bundesliga,2017,2017/2018,Germany
Eintracht Frankfurt,in,4.5,1 Bundesliga,2017,2017/2018,Germany
Eintracht Frankfurt,in,2.7,1 Bundesliga,2017,2017/2018,Germany
Eintracht Frankfurt,in,1.6,1 Bundesliga,2017,2017/2018,Germany
Eintracht Frankfurt,in,1.0,1 Bundesliga,2017,2017/2018,Germany
Eintracht Frankfurt,in,1.0,1 Bundesliga,2017,2017/2018,Germany
Eintracht Frankfurt,in,0.45,1 Bundesliga,2017,2017/2018,Germany
Eintracht Frankfurt,in,0.35,1 Bundesliga,2017,2017/2018,Germany
Eintracht Frankfurt,in,0.2,1 Bundesliga,2017,2017/2018,Germany
Eintracht Frankfurt,in,0.0,1 Bundesliga,2017,2017/2018,Germany
Eintracht Frankfurt,in,0.0,1 Bundesliga,2017,2017/2018,Germany
Bayer 04 Leverkusen,in,19.0,1 Bundesliga,2017,2017/2018,Germany
Bayer 04 Leverkusen,in,17.5,1 Bundesliga,2017,2017/2018,Germany
Bayer 04 Leverkusen,in,12.5,1 Bundesliga,2017,2017/2018,Germany
Bayer 04 Leverkusen,in,2.0,1 Bundesliga,2017,2017/2018,Germany
FC Augsburg,in,5.5,1 Bundesliga,2017,2017/2018,Germany
FC Augsburg,in,1.0,1 Bundesliga,2017,2017/2018,Germany
FC Augsburg,in,0.75,1 Bundesliga,2017,2017/2018,Germany
FC Augsburg,in,0.3,1 Bundesliga,2017,2017/2018,Germany
FC Augsburg,in,0.0,1 Bundesliga,2017,2017/2018,Germany
FC Augsburg,in,0.0,1 Bundesliga,2017,2017/2018,Germany
Hamburger SV,in,6.5,1 Bundesliga,2017,2017/2018,Germany
Hamburger SV,in,6.0,1 Bundesliga,2017,2017/2018,Germany
Hamburger SV,in,3.5,1 Bundesliga,2017,2017/2018,Germany
Hamburger SV,in,3.0,1 Bundesliga,2017,2017/2018,Germany
Hamburger SV,in,0.0,1 Bundesliga,2017,2017/2018,Germany
1.FSV Mainz 05,in,5.0,1 Bundesliga,2017,2017/2018,Germany
1.FSV Mainz 05,in,3.0,1 Bundesliga,2017,2017/2018,Germany
1.FSV Mainz 05,in,3.0,1 Bundesliga,2017,2017/2018,Germany
1.FSV Mainz 05,in,1.75,1 Bundesliga,2017,2017/2018,Germany
1.FSV Mainz 05,in,0.0,1 Bundesliga,2017,2017/2018,Germany
VfL Wolfsburg,in,17.0,1 Bundesliga,2017,2017/2018,Germany
VfL Wolfsburg,in,14.0,1 Bundesliga,2017,2017/2018,Germany
VfL Wolfsburg,in,11.5,1 Bundesliga,2017,2017/2018,Germany
VfL Wolfsburg,in,6.5,1 Bundesliga,2017,2017/2018,Germany
VfL Wolfsburg,in,5.0,1 Bundesliga,2017,2017/2018,Germany
VfL Wolfsburg,in,3.0,1 Bundesliga,2017,2017/2018,Germany
VfL Wolfsburg,in,2.0,1 Bundesliga,2017,2017/2018,Germany
VfL Wolfsburg,in,1.5,1 Bundesliga,2017,2017/2018,Germany
VfL Wolfsburg,in,1.5,1 Bundesliga,2017,2017/2018,Germany
VfL Wolfsburg,in,1.0,1 Bundesliga,2017,2017/2018,Germany
VfB Stuttgart,in,6.0,1 Bundesliga,2017,2017/2018,Germany
VfB Stuttgart,in,6.0,1 Bundesliga,2017,2017/2018,Germany
VfB Stuttgart,in,4.0,1 Bundesliga,2017,2017/2018,Germany
VfB Stuttgart,in,4.0,1 Bundesliga,2017,2017/2018,Germany
VfB Stuttgart,in,2.5,1 Bundesliga,2017,2017/2018,Germany
VfB Stuttgart,in,2.5,1 Bundesliga,2017,2017/2018,Germany
VfB Stuttgart,in,1.8,1 Bundesliga,2017,2017/2018,Germany
VfB Stuttgart,in,0.4,1 Bundesliga,2017,2017/2018,Germany
VfB Stuttgart,in,0.0,1 Bundesliga,2017,2017/2018,Germany
VfB Stuttgart,in,0.0,1 Bundesliga,2017,2017/2018,Germany
Hannover 96,in,9.0,1 Bundesliga,2017,2017/2018,Germany
Hannover 96,in,4.5,1 Bundesliga,2017,2017/2018,Germany
Hannover 96,in,3.0,1 Bundesliga,2017,2017/2018,Germany
Hannover 96,in,2.0,1 Bundesliga,2017,2017/2018,Germany
Hannover 96,in,0.0,1 Bundesliga,2017,2017/2018,Germany
Hannover 96,in,0.0,1 Bundesliga,2017,2017/2018,Germany
Hannover 96,in,0.0,1 Bundesliga,2017,2017/2018,Germany
Hannover 96,in,0.0,1 Bundesliga,2017,2017/2018,Germany
Bayern Munich,in,13.0,1 Bundesliga,2017,2017/2018,Germany
RB Leipzig,in,0.5,1 Bundesliga,2017,2017/2018,Germany
Borussia Dortmund,in,21.5,1 Bundesliga,2017,2017/2018,Germany
Borussia Dortmund,in,3.0,1 Bundesliga,2017,2017/2018,Germany
Borussia Dortmund,in,1.5,1 Bundesliga,2017,2017/2018,Germany
1. FC Köln,in,3.0,1 Bundesliga,2017,2017/2018,Germany
1. FC Köln,in,3.0,1 Bundesliga,2017,2017/2018,Germany
SC Freiburg,in,2.0,1 Bundesliga,2017,2017/2018,Germany
SC Freiburg,in,0.35,1 Bundesliga,2017,2017/2018,Germany
SV Werder Bremen,in,8.1,1 Bundesliga,2017,2017/2018,Germany
SV Werder Bremen,in,1.0,1 Bundesliga,2017,2017/2018,Germany
FC Schalke 04,in,1.0,1 Bundesliga,2017,2017/2018,Germany
FC Schalke 04,in,0.8,1 Bundesliga,2017,2017/2018,Germany
Eintracht Frankfurt,in,0.4,1 Bundesliga,2017,2017/2018,Germany
1.FSV Mainz 05,in,3.8,1 Bundesliga,2017,2017/2018,Germany
1.FSV Mainz 05,in,0.0,1 Bundesliga,2017,2017/2018,Germany
VfL Wolfsburg,in,8.0,1 Bundesliga,2017,2017/2018,Germany
VfL Wolfsburg,in,1.75,1 Bundesliga,2017,2017/2018,Germany
VfB Stuttgart,in,3.0,1 Bundesliga,2017,2017/2018,Germany
VfB Stuttgart,in,0.5,1 Bundesliga,2017,2017/2018,Germany
VfB Stuttgart,in,0.2,1 Bundesliga,2017,2017/2018,Germany
Hannover 96,in,0.5,1 Bundesliga,2017,2017/2018,Germany
Bayern Munich,in,0.0,1 Bundesliga,2018,2018/2019,Germany
FC Schalke 04,in,16.0,1 Bundesliga,2018,2018/2019,Germany
FC Schalke 04,in,11.0,1 Bundesliga,2018,2018/2019,Germany
FC Schalke 04,in,10.0,1 Bundesliga,2018,2018/2019,Germany
FC Schalke 04,in,7.0,1 Bundesliga,2018,2018/2019,Germany
FC Schalke 04,in,6.0,1 Bundesliga,2018,2018/2019,Germany
FC Schalke 04,in,3.2,1 Bundesliga,2018,2018/2019,Germany
FC Schalke 04,in,0.0,1 Bundesliga,2018,2018/2019,Germany
TSG 1899 Hoffenheim,in,8.0,1 Bundesliga,2018,2018/2019,Germany
TSG 1899 Hoffenheim,in,6.0,1 Bundesliga,2018,2018/2019,Germany
TSG 1899 Hoffenheim,in,5.5,1 Bundesliga,2018,2018/2019,Germany
TSG 1899 Hoffenheim,in,5.5,1 Bundesliga,2018,2018/2019,Germany
TSG 1899 Hoffenheim,in,3.5,1 Bundesliga,2018,2018/2019,Germany
TSG 1899 Hoffenheim,in,0.5,1 Bundesliga,2018,2018/2019,Germany
Borussia Dortmund,in,28.0,1 Bundesliga,2018,2018/2019,Germany
Borussia Dortmund,in,20.0,1 Bundesliga,2018,2018/2019,Germany
Borussia Dortmund,in,20.0,1 Bundesliga,2018,2018/2019,Germany
Borussia Dortmund,in,5.0,1 Bundesliga,2018,2018/2019,Germany
Borussia Dortmund,in,2.0,1 Bundesliga,2018,2018/2019,Germany
Borussia Dortmund,in,0.0,1 Bundesliga,2018,2018/2019,Germany
Borussia Dortmund,in,0.0,1 Bundesliga,2018,2018/2019,Germany
Bayer 04 Leverkusen,in,18.5,1 Bundesliga,2018,2018/2019,Germany
Bayer 04 Leverkusen,in,12.0,1 Bundesliga,2018,2018/2019,Germany
Bayer 04 Leverkusen,in,1.0,1 Bundesliga,2018,2018/2019,Germany
Bayer 04 Leverkusen,in,0.0,1 Bundesliga,2018,2018/2019,Germany
Bayer 04 Leverkusen,in,0.0,1 Bundesliga,2018,2018/2019,Germany
RB Leipzig,in,16.0,1 Bundesliga,2018,2018/2019,Germany
RB Leipzig,in,15.0,1 Bundesliga,2018,2018/2019,Germany
RB Leipzig,in,12.0,1 Bundesliga,2018,2018/2019,Germany
VfB Stuttgart,in,11.26,1 Bundesliga,2018,2018/2019,Germany
VfB Stuttgart,in,9.0,1 Bundesliga,2018,2018/2019,Germany
VfB Stuttgart,in,6.0,1 Bundesliga,2018,2018/2019,Germany
VfB Stuttgart,in,5.0,1 Bundesliga,2018,2018/2019,Germany
VfB Stuttgart,in,2.5,1 Bundesliga,2018,2018/2019,Germany
VfB Stuttgart,in,0.0,1 Bundesliga,2018,2018/2019,Germany
VfB Stuttgart,in,0.0,1 Bundesliga,2018,2018/2019,Germany
Eintracht Frankfurt,in,5.5,1 Bundesliga,2018,2018/2019,Germany
Eintracht Frankfurt,in,5.0,1 Bundesliga,2018,2018/2019,Germany
Eintracht Frankfurt,in,4.5,1 Bundesliga,2018,2018/2019,Germany
Eintracht Frankfurt,in,3.5,1 Bundesliga,2018,2018/2019,Germany
Eintracht Frankfurt,in,3.0,1 Bundesliga,2018,2018/2019,Germany
Eintracht Frankfurt,in,2.8,1 Bundesliga,2018,2018/2019,Germany
Eintracht Frankfurt,in,0.6,1 Bundesliga,2018,2018/2019,Germany
Eintracht Frankfurt,in,0.5,1 Bundesliga,2018,2018/2019,Germany
Eintracht Frankfurt,in,0.2,1 Bundesliga,2018,2018/2019,Germany
Eintracht Frankfurt,in,0.0,1 Bundesliga,2018,2018/2019,Germany
Eintracht Frankfurt,in,0.0,1 Bundesliga,2018,2018/2019,Germany
Borussia Mönchengladbach,in,23.0,1 Bundesliga,2018,2018/2019,Germany
Borussia Mönchengladbach,in,4.5,1 Bundesliga,2018,2018/2019,Germany
Borussia Mönchengladbach,in,2.8,1 Bundesliga,2018,2018/2019,Germany
Borussia Mönchengladbach,in,2.25,1 Bundesliga,2018,2018/2019,Germany
Borussia Mönchengladbach,in,0.0,1 Bundesliga,2018,2018/2019,Germany
Hertha BSC,in,10.5,1 Bundesliga,2018,2018/2019,Germany
Hertha BSC,in,2.0,1 Bundesliga,2018,2018/2019,Germany
Hertha BSC,in,2.0,1 Bundesliga,2018,2018/2019,Germany
Hertha BSC,in,1.0,1 Bundesliga,2018,2018/2019,Germany
Hertha BSC,in,0.5,1 Bundesliga,2018,2018/2019,Germany
Hertha BSC,in,0.0,1 Bundesliga,2018,2018/2019,Germany
SV Werder Bremen,in,13.5,1 Bundesliga,2018,2018/2019,Germany
SV Werder Bremen,in,4.5,1 Bundesliga,2018,2018/2019,Germany
SV Werder Bremen,in,3.0,1 Bundesliga,2018,2018/2019,Germany
SV Werder Bremen,in,2.25,1 Bundesliga,2018,2018/2019,Germany
SV Werder Bremen,in,1.0,1 Bundesliga,2018,2018/2019,Germany
SV Werder Bremen,in,0.3,1 Bundesliga,2018,2018/2019,Germany
SV Werder Bremen,in,0.25,1 Bundesliga,2018,2018/2019,Germany
SV Werder Bremen,in,0.0,1 Bundesliga,2018,2018/2019,Germany
SV Werder Bremen,in,0.0,1 Bundesliga,2018,2018/2019,Germany
FC Augsburg,in,3.0,1 Bundesliga,2018,2018/2019,Germany
FC Augsburg,in,3.0,1 Bundesliga,2018,2018/2019,Germany
FC Augsburg,in,0.0,1 Bundesliga,2018,2018/2019,Germany
FC Augsburg,in,0.0,1 Bundesliga,2018,2018/2019,Germany
Hannover 96,in,6.0,1 Bundesliga,2018,2018/2019,Germany
Hannover 96,in,4.5,1 Bundesliga,2018,2018/2019,Germany
Hannover 96,in,2.5,1 Bundesliga,2018,2018/2019,Germany
Hannover 96,in,1.5,1 Bundesliga,2018,2018/2019,Germany
Hannover 96,in,1.4,1 Bundesliga,2018,2018/2019,Germany
Hannover 96,in,1.2,1 Bundesliga,2018,2018/2019,Germany
Hannover 96,in,1.0,1 Bundesliga,2018,2018/2019,Germany
Hannover 96,in,0.0,1 Bundesliga,2018,2018/2019,Germany
1.FSV Mainz 05,in,8.0,1 Bundesliga,2018,2018/2019,Germany
1.FSV Mainz 05,in,7.5,1 Bundesliga,2018,2018/2019,Germany
1.FSV Mainz 05,in,6.0,1 Bundesliga,2018,2018/2019,Germany
1.FSV Mainz 05,in,3.5,1 Bundesliga,2018,2018/2019,Germany
1.FSV Mainz 05,in,3.0,1 Bundesliga,2018,2018/2019,Germany
1.FSV Mainz 05,in,2.0,1 Bundesliga,2018,2018/2019,Germany
1.FSV Mainz 05,in,0.0,1 Bundesliga,2018,2018/2019,Germany
SC Freiburg,in,5.0,1 Bundesliga,2018,2018/2019,Germany
SC Freiburg,in,4.5,1 Bundesliga,2018,2018/2019,Germany
SC Freiburg,in,3.0,1 Bundesliga,2018,2018/2019,Germany
SC Freiburg,in,2.0,1 Bundesliga,2018,2018/2019,Germany
SC Freiburg,in,2.0,1 Bundesliga,2018,2018/2019,Germany
SC Freiburg,in,1.3,1 Bundesliga,2018,2018/2019,Germany
SC Freiburg,in,0.0,1 Bundesliga,2018,2018/2019,Germany
VfL Wolfsburg,in,10.5,1 Bundesliga,2018,2018/2019,Germany
VfL Wolfsburg,in,10.0,1 Bundesliga,2018,2018/2019,Germany
VfL Wolfsburg,in,7.0,1 Bundesliga,2018,2018/2019,Germany
VfL Wolfsburg,in,5.0,1 Bundesliga,2018,2018/2019,Germany
VfL Wolfsburg,in,3.0,1 Bundesliga,2018,2018/2019,Germany
VfL Wolfsburg,in,0.5,1 Bundesliga,2018,2018/2019,Germany
Fortuna Düsseldorf,in,2.0,1 Bundesliga,2018,2018/2019,Germany
Fortuna Düsseldorf,in,1.5,1 Bundesliga,2018,2018/2019,Germany
Fortuna Düsseldorf,in,0.9,1 Bundesliga,2018,2018/2019,Germany
Fortuna Düsseldorf,in,0.8,1 Bundesliga,2018,2018/2019,Germany
Fortuna Düsseldorf,in,0.75,1 Bundesliga,2018,2018/2019,Germany
